a,b,c
6382,6882,7382
6383,6883,7383
6384,6884,7384
6385,6885,7385
6386,6886,7386
6387,6887,7387
6388,6888,7388
6389,6889,7389
6390,6890,7390
6391,6891,7391
6392,6892,7392
6393,6893,7393
6394,6894,7394
6395,6895,7395
6396,6896,7396
6397,6897,7397
6398,6898,7398
6399,6899,7399
6400,6900,7400
6401,6901,7401
6402,6902,7402
6403,6903,7403
6404,6904,7404
6405,6905,7405
6406,6906,7406
6407,6907,7407
6408,6908,7408
6409,6909,7409
6410,6910,7410
6411,6911,7411
6412,6912,7412
6413,6913,7413
6414,6914,7414
6415,6915,7415
6416,6916,7416
6417,6917,7417
6418,6918,7418
6419,6919,7419
6420,6920,7420
6421,6921,7421
6422,6922,7422
6423,6923,7423
6424,6924,7424
6425,6925,7425
6426,6926,7426
6427,6927,7427
6428,6928,7428
6429,6929,7429
6430,6930,7430
6431,6931,7431
6432,6932,7432
6433,6933,7433
6434,6934,7434
6435,6935,7435
6436,6936,7436
6437,6937,7437
6438,6938,7438
6439,6939,7439
6440,6940,7440
6441,6941,7441
6442,6942,7442
6443,6943,7443
6444,6944,7444
6445,6945,7445
6446,6946,7446
6447,6947,7447
6448,6948,7448
6449,6949,7449
6450,6950,7450
6451,6951,7451
6452,6952,7452
6453,6953,7453
6454,6954,7454
6455,6955,7455
6456,6956,7456
6457,6957,7457
6458,6958,7458
6459,6959,7459
6460,6960,7460
6461,6961,7461
6462,6962,7462
6463,6963,7463
6464,6964,7464
6465,6965,7465
6466,6966,7466
6467,6967,7467
6468,6968,7468
6469,6969,7469
6470,6970,7470
6471,6971,7471
6472,6972,7472
6473,6973,7473
6474,6974,7474
6475,6975,7475
6476,6976,7476
6477,6977,7477
6478,6978,7478
6479,6979,7479
6480,6980,7480
6481,6981,7481
6482,6982,7482
6483,6983,7483
6484,6984,7484
6485,6985,7485
6486,6986,7486
6487,6987,7487
6488,6988,7488
6489,6989,7489
6490,6990,7490
6491,6991,7491
6492,6992,7492
6493,6993,7493
6494,6994,7494
6495,6995,7495
6496,6996,7496
6497,6997,7497
6498,6998,7498
6499,6999,7499
6500,7000,7500
6501,7001,7501
6502,7002,7502
6503,7003,7503
6504,7004,7504
6505,7005,7505
6506,7006,7506
6507,7007,7507
6508,7008,7508
6509,7009,7509
6510,7010,7510
6511,7011,7511
6512,7012,7512
6513,7013,7513
6514,7014,7514
6515,7015,7515
6516,7016,7516
6517,7017,7517
6518,7018,7518
6519,7019,7519
6520,7020,7520
6521,7021,7521
6522,7022,7522
6523,7023,7523
6524,7024,7524
6525,7025,7525
6526,7026,7526
6527,7027,7527
6528,7028,7528
6529,7029,7529
6530,7030,7530
6531,7031,7531
6532,7032,7532
6533,7033,7533
6534,7034,7534
6535,7035,7535
6536,7036,7536
6537,7037,7537
6538,7038,7538
6539,7039,7539
6540,7040,7540
6541,7041,7541
6542,7042,7542
6543,7043,7543
6544,7044,7544
6545,7045,7545
6546,7046,7546
6547,7047,7547
6548,7048,7548
6549,7049,7549
6550,7050,7550
6551,7051,7551
6552,7052,7552
6553,7053,7553
6554,7054,7554
6555,7055,7555
6556,7056,7556
6557,7057,7557
6558,7058,7558
6559,7059,7559
6560,7060,7560
6561,7061,7561
6562,7062,7562
6563,7063,7563
6564,7064,7564
6565,7065,7565
6566,7066,7566
6567,7067,7567
6568,7068,7568
6569,7069,7569
6570,7070,7570
6571,7071,7571
6572,7072,7572
6573,7073,7573
6574,7074,7574
6575,7075,7575
6576,7076,7576
6577,7077,7577
6578,7078,7578
6579,7079,7579
6580,7080,7580
6581,7081,7581
6582,7082,7582
6583,7083,7583
6584,7084,7584
6585,7085,7585
6586,7086,7586
6587,7087,7587
6588,7088,7588
6589,7089,7589
6590,7090,7590
6591,7091,7591
6592,7092,7592
6593,7093,7593
6594,7094,7594
6595,7095,7595
6596,7096,7596
6597,7097,7597
6598,7098,7598
6599,7099,7599
6600,7100,7600
6601,7101,7601
6602,7102,7602
6603,7103,7603
6604,7104,7604
6605,7105,7605
6606,7106,7606
6607,7107,7607
6608,7108,7608
6609,7109,7609
6610,7110,7610
6611,7111,7611
6612,7112,7612
6613,7113,7613
6614,7114,7614
6615,7115,7615
6616,7116,7616
6617,7117,7617
6618,7118,7618
6619,7119,7619
6620,7120,7620
6621,7121,7621
6622,7122,7622
6623,7123,7623
6624,7124,7624
6625,7125,7625
6626,7126,7626
6627,7127,7627
6628,7128,7628
6629,7129,7629
6630,7130,7630
6631,7131,7631
6632,7132,7632
6633,7133,7633
6634,7134,7634
6635,7135,7635
6636,7136,7636
6637,7137,7637
6638,7138,7638
6639,7139,7639
6640,7140,7640
6641,7141,7641
6642,7142,7642
6643,7143,7643
6644,7144,7644
6645,7145,7645
6646,7146,7646
6647,7147,7647
6648,7148,7648
6649,7149,7649
6650,7150,7650
6651,7151,7651
6652,7152,7652
6653,7153,7653
6654,7154,7654
6655,7155,7655
6656,7156,7656
6657,7157,7657
6658,7158,7658
6659,7159,7659
6660,7160,7660
6661,7161,7661
6662,7162,7662
6663,7163,7663
6664,7164,7664
6665,7165,7665
6666,7166,7666
6667,7167,7667
6668,7168,7668
6669,7169,7669
6670,7170,7670
6671,7171,7671
6672,7172,7672
6673,7173,7673
6674,7174,7674
6675,7175,7675
6676,7176,7676
6677,7177,7677
6678,7178,7678
6679,7179,7679
6680,7180,7680
6681,7181,7681
6682,7182,7682
6683,7183,7683
6684,7184,7684
6685,7185,7685
6686,7186,7686
6687,7187,7687
6688,7188,7688
6689,7189,7689
6690,7190,7690
6691,7191,7691
6692,7192,7692
6693,7193,7693
6694,7194,7694
6695,7195,7695
6696,7196,7696
6697,7197,7697
6698,7198,7698
6699,7199,7699
6700,7200,7700
6701,7201,7701
6702,7202,7702
6703,7203,7703
6704,7204,7704
6705,7205,7705
6706,7206,7706
6707,7207,7707
6708,7208,7708
6709,7209,7709
6710,7210,7710
6711,7211,7711
6712,7212,7712
6713,7213,7713
6714,7214,7714
6715,7215,7715
6716,7216,7716
6717,7217,7717
6718,7218,7718
6719,7219,7719
6720,7220,7720
6721,7221,7721
6722,7222,7722
6723,7223,7723
6724,7224,7724
6725,7225,7725
6726,7226,7726
6727,7227,7727
6728,7228,7728
6729,7229,7729
6730,7230,7730
6731,7231,7731
6732,7232,7732
6733,7233,7733
6734,7234,7734
6735,7235,7735
6736,7236,7736
6737,7237,7737
6738,7238,7738
6739,7239,7739
6740,7240,7740
6741,7241,7741
6742,7242,7742
6743,7243,7743
6744,7244,7744
6745,7245,7745
6746,7246,7746
6747,7247,7747
6748,7248,7748
6749,7249,7749
6750,7250,7750
6751,7251,7751
6752,7252,7752
6753,7253,7753
6754,7254,7754
6755,7255,7755
6756,7256,7756
6757,7257,7757
6758,7258,7758
6759,7259,7759
6760,7260,7760
6761,7261,7761
6762,7262,7762
6763,7263,7763
6764,7264,7764
6765,7265,7765
6766,7266,7766
6767,7267,7767
6768,7268,7768
6769,7269,7769
6770,7270,7770
6771,7271,7771
6772,7272,7772
6773,7273,7773
6774,7274,7774
6775,7275,7775
6776,7276,7776
6777,7277,7777
6778,7278,7778
6779,7279,7779
6780,7280,7780
6781,7281,7781
6782,7282,7782
6783,7283,7783
6784,7284,7784
6785,7285,7785
6786,7286,7786
6787,7287,7787
6788,7288,7788
6789,7289,7789
6790,7290,7790
6791,7291,7791
6792,7292,7792
6793,7293,7793
6794,7294,7794
6795,7295,7795
6796,7296,7796
6797,7297,7797
6798,7298,7798
6799,7299,7799
6800,7300,7800
6801,7301,7801
6802,7302,7802
6803,7303,7803
6804,7304,7804
6805,7305,7805
6806,7306,7806
6807,7307,7807
6808,7308,7808
6809,7309,7809
6810,7310,7810
6811,7311,7811
6812,7312,7812
6813,7313,7813
6814,7314,7814
6815,7315,7815
6816,7316,7816
6817,7317,7817
6818,7318,7818
6819,7319,7819
6820,7320,7820
6821,7321,7821
6822,7322,7822
6823,7323,7823
6824,7324,7824
6825,7325,7825
6826,7326,7826
6827,7327,7827
6828,7328,7828
6829,7329,7829
6830,7330,7830
6831,7331,7831
6832,7332,7832
6833,7333,7833
6834,7334,7834
6835,7335,7835
6836,7336,7836
6837,7337,7837
6838,7338,7838
6839,7339,7839
6840,7340,7840
6841,7341,7841
6842,7342,7842
6843,7343,7843
6844,7344,7844
6845,7345,7845
6846,7346,7846
6847,7347,7847
6848,7348,7848
6849,7349,7849
6850,7350,7850
6851,7351,7851
6852,7352,7852
6853,7353,7853
6854,7354,7854
6855,7355,7855
6856,7356,7856
6857,7357,7857
6858,7358,7858
6859,7359,7859
6860,7360,7860
6861,7361,7861
6862,7362,7862
6863,7363,7863
6864,7364,7864
6865,7365,7865
6866,7366,7866
6867,7367,7867
6868,7368,7868
6869,7369,7869
6870,7370,7870
6871,7371,7871
6872,7372,7872
6873,7373,7873
6874,7374,7874
6875,7375,7875
6876,7376,7876
6877,7377,7877
6878,7378,7878
6879,7379,7879
6880,7380,7880
6881,7381,7881
6882,7382,7882
6883,7383,7883
6884,7384,7884
6885,7385,7885
6886,7386,7886
6887,7387,7887
6888,7388,7888
6889,7389,7889
6890,7390,7890
6891,7391,7891
6892,7392,7892
6893,7393,7893
6894,7394,7894
6895,7395,7895
6896,7396,7896
6897,7397,7897
6898,7398,7898
6899,7399,7899
6900,7400,7900
6901,7401,7901
6902,7402,7902
6903,7403,7903
6904,7404,7904
6905,7405,7905
6906,7406,7906
6907,7407,7907
6908,7408,7908
6909,7409,7909
6910,7410,7910
6911,7411,7911
6912,7412,7912
6913,7413,7913
6914,7414,7914
6915,7415,7915
6916,7416,7916
6917,7417,7917
6918,7418,7918
6919,7419,7919
6920,7420,7920
6921,7421,7921
6922,7422,7922
6923,7423,7923
6924,7424,7924
6925,7425,7925
6926,7426,7926
6927,7427,7927
6928,7428,7928
6929,7429,7929
6930,7430,7930
6931,7431,7931
6932,7432,7932
6933,7433,7933
6934,7434,7934
6935,7435,7935
6936,7436,7936
6937,7437,7937
6938,7438,7938
6939,7439,7939
6940,7440,7940
6941,7441,7941
6942,7442,7942
6943,7443,7943
6944,7444,7944
6945,7445,7945
6946,7446,7946
6947,7447,7947
6948,7448,7948
6949,7449,7949
6950,7450,7950
6951,7451,7951
6952,7452,7952
6953,7453,7953
6954,7454,7954
6955,7455,7955
6956,7456,7956
6957,7457,7957
6958,7458,7958
6959,7459,7959
6960,7460,7960
6961,7461,7961
6962,7462,7962
6963,7463,7963
6964,7464,7964
6965,7465,7965
6966,7466,7966
6967,7467,7967
6968,7468,7968
6969,7469,7969
6970,7470,7970
6971,7471,7971
6972,7472,7972
6973,7473,7973
6974,7474,7974
6975,7475,7975
6976,7476,7976
6977,7477,7977
6978,7478,7978
6979,7479,7979
6980,7480,7980
6981,7481,7981
6982,7482,7982
6983,7483,7983
6984,7484,7984
6985,7485,7985
6986,7486,7986
6987,7487,7987
6988,7488,7988
6989,7489,7989
6990,7490,7990
6991,7491,7991
6992,7492,7992
6993,7493,7993
6994,7494,7994
6995,7495,7995
6996,7496,7996
6997,7497,7997
6998,7498,7998
6999,7499,7999
7000,7500,8000
7001,7501,8001
7002,7502,8002
7003,7503,8003
7004,7504,8004
7005,7505,8005
7006,7506,8006
7007,7507,8007
7008,7508,8008
7009,7509,8009
7010,7510,8010
7011,7511,8011
7012,7512,8012
7013,7513,8013
7014,7514,8014
7015,7515,8015
7016,7516,8016
7017,7517,8017
7018,7518,8018
7019,7519,8019
7020,7520,8020
7021,7521,8021
7022,7522,8022
7023,7523,8023
7024,7524,8024
7025,7525,8025
7026,7526,8026
7027,7527,8027
7028,7528,8028
7029,7529,8029
7030,7530,8030
7031,7531,8031
7032,7532,8032
7033,7533,8033
7034,7534,8034
7035,7535,8035
7036,7536,8036
7037,7537,8037
7038,7538,8038
7039,7539,8039
7040,7540,8040
7041,7541,8041
7042,7542,8042
7043,7543,8043
7044,7544,8044
7045,7545,8045
7046,7546,8046
7047,7547,8047
7048,7548,8048
7049,7549,8049
7050,7550,8050
7051,7551,8051
7052,7552,8052
7053,7553,8053
7054,7554,8054
7055,7555,8055
7056,7556,8056
7057,7557,8057
7058,7558,8058
7059,7559,8059
7060,7560,8060
7061,7561,8061
7062,7562,8062
7063,7563,8063
7064,7564,8064
7065,7565,8065
7066,7566,8066
7067,7567,8067
7068,7568,8068
7069,7569,8069
7070,7570,8070
7071,7571,8071
7072,7572,8072
7073,7573,8073
7074,7574,8074
7075,7575,8075
7076,7576,8076
7077,7577,8077
7078,7578,8078
7079,7579,8079
7080,7580,8080
7081,7581,8081
7082,7582,8082
7083,7583,8083
7084,7584,8084
7085,7585,8085
7086,7586,8086
7087,7587,8087
7088,7588,8088
7089,7589,8089
7090,7590,8090
7091,7591,8091
7092,7592,8092
7093,7593,8093
7094,7594,8094
7095,7595,8095
7096,7596,8096
7097,7597,8097
7098,7598,8098
7099,7599,8099
7100,7600,8100
7101,7601,8101
7102,7602,8102
7103,7603,8103
7104,7604,8104
7105,7605,8105
7106,7606,8106
7107,7607,8107
7108,7608,8108
7109,7609,8109
7110,7610,8110
7111,7611,8111
7112,7612,8112
7113,7613,8113
7114,7614,8114
7115,7615,8115
7116,7616,8116
7117,7617,8117
7118,7618,8118
7119,7619,8119
7120,7620,8120
7121,7621,8121
7122,7622,8122
7123,7623,8123
7124,7624,8124
7125,7625,8125
7126,7626,8126
7127,7627,8127
7128,7628,8128
7129,7629,8129
7130,7630,8130
7131,7631,8131
7132,7632,8132
7133,7633,8133
7134,7634,8134
7135,7635,8135
7136,7636,8136
7137,7637,8137
7138,7638,8138
7139,7639,8139
7140,7640,8140
7141,7641,8141
7142,7642,8142
7143,7643,8143
7144,7644,8144
7145,7645,8145
7146,7646,8146
7147,7647,8147
7148,7648,8148
7149,7649,8149
7150,7650,8150
7151,7651,8151
7152,7652,8152
7153,7653,8153
7154,7654,8154
7155,7655,8155
7156,7656,8156
7157,7657,8157
7158,7658,8158
7159,7659,8159
7160,7660,8160
7161,7661,8161
7162,7662,8162
7163,7663,8163
7164,7664,8164
7165,7665,8165
7166,7666,8166
7167,7667,8167
7168,7668,8168
7169,7669,8169
7170,7670,8170
7171,7671,8171
7172,7672,8172
7173,7673,8173
7174,7674,8174
7175,7675,8175
7176,7676,8176
7177,7677,8177
7178,7678,8178
7179,7679,8179
7180,7680,8180
7181,7681,8181
7182,7682,8182
7183,7683,8183
7184,7684,8184
7185,7685,8185
7186,7686,8186
7187,7687,8187
7188,7688,8188
7189,7689,8189
7190,7690,8190
7191,7691,8191
7192,7692,8192
7193,7693,8193
7194,7694,8194
7195,7695,8195
7196,7696,8196
7197,7697,8197
7198,7698,8198
7199,7699,8199
7200,7700,8200
7201,7701,8201
7202,7702,8202
7203,7703,8203
7204,7704,8204
7205,7705,8205
7206,7706,8206
7207,7707,8207
7208,7708,8208
7209,7709,8209
7210,7710,8210
7211,7711,8211
7212,7712,8212
7213,7713,8213
7214,7714,8214
7215,7715,8215
7216,7716,8216
7217,7717,8217
7218,7718,8218
7219,7719,8219
7220,7720,8220
7221,7721,8221
7222,7722,8222
7223,7723,8223
7224,7724,8224
7225,7725,8225
7226,7726,8226
7227,7727,8227
7228,7728,8228
7229,7729,8229
7230,7730,8230
7231,7731,8231
7232,7732,8232
7233,7733,8233
7234,7734,8234
7235,7735,8235
7236,7736,8236
7237,7737,8237
7238,7738,8238
7239,7739,8239
7240,7740,8240
7241,7741,8241
7242,7742,8242
7243,7743,8243
7244,7744,8244
7245,7745,8245
7246,7746,8246
7247,7747,8247
7248,7748,8248
7249,7749,8249
7250,7750,8250
7251,7751,8251
7252,7752,8252
7253,7753,8253
7254,7754,8254
7255,7755,8255
7256,7756,8256
7257,7757,8257
7258,7758,8258
7259,7759,8259
7260,7760,8260
7261,7761,8261
7262,7762,8262
7263,7763,8263
7264,7764,8264
7265,7765,8265
7266,7766,8266
7267,7767,8267
7268,7768,8268
7269,7769,8269
7270,7770,8270
7271,7771,8271
7272,7772,8272
7273,7773,8273
7274,7774,8274
7275,7775,8275
7276,7776,8276
7277,7777,8277
7278,7778,8278
7279,7779,8279
7280,7780,8280
7281,7781,8281
7282,7782,8282
7283,7783,8283
7284,7784,8284
7285,7785,8285
7286,7786,8286
7287,7787,8287
7288,7788,8288
7289,7789,8289
7290,7790,8290
7291,7791,8291
7292,7792,8292
7293,7793,8293
7294,7794,8294
7295,7795,8295
7296,7796,8296
7297,7797,8297
7298,7798,8298
7299,7799,8299
7300,7800,8300
7301,7801,8301
7302,7802,8302
7303,7803,8303
7304,7804,8304
7305,7805,8305
7306,7806,8306
7307,7807,8307
7308,7808,8308
7309,7809,8309
7310,7810,8310
7311,7811,8311
7312,7812,8312
7313,7813,8313
7314,7814,8314
7315,7815,8315
7316,7816,8316
7317,7817,8317
7318,7818,8318
7319,7819,8319
7320,7820,8320
7321,7821,8321
7322,7822,8322
7323,7823,8323
7324,7824,8324
7325,7825,8325
7326,7826,8326
7327,7827,8327
7328,7828,8328
7329,7829,8329
7330,7830,8330
7331,7831,8331
7332,7832,8332
7333,7833,8333
7334,7834,8334
7335,7835,8335
7336,7836,8336
7337,7837,8337
7338,7838,8338
7339,7839,8339
7340,7840,8340
7341,7841,8341
7342,7842,8342
7343,7843,8343
7344,7844,8344
7345,7845,8345
7346,7846,8346
7347,7847,8347
7348,7848,8348
7349,7849,8349
7350,7850,8350
7351,7851,8351
7352,7852,8352
7353,7853,8353
7354,7854,8354
7355,7855,8355
7356,7856,8356
7357,7857,8357
7358,7858,8358
7359,7859,8359
7360,7860,8360
7361,7861,8361
7362,7862,8362
7363,7863,8363
7364,7864,8364
7365,7865,8365
7366,7866,8366
7367,7867,8367
7368,7868,8368
7369,7869,8369
7370,7870,8370
7371,7871,8371
7372,7872,8372
7373,7873,8373
7374,7874,8374
7375,7875,8375
7376,7876,8376
7377,7877,8377
7378,7878,8378
7379,7879,8379
7380,7880,8380
7381,7881,8381
7382,7882,8382
7383,7883,8383
7384,7884,8384
7385,7885,8385
7386,7886,8386
7387,7887,8387
7388,7888,8388
7389,7889,8389
7390,7890,8390
7391,7891,8391
7392,7892,8392
7393,7893,8393
7394,7894,8394
7395,7895,8395
7396,7896,8396
7397,7897,8397
7398,7898,8398
7399,7899,8399
7400,7900,8400
7401,7901,8401
7402,7902,8402
7403,7903,8403
7404,7904,8404
7405,7905,8405
7406,7906,8406
7407,7907,8407
7408,7908,8408
7409,7909,8409
7410,7910,8410
7411,7911,8411
7412,7912,8412
7413,7913,8413
7414,7914,8414
7415,7915,8415
7416,7916,8416
7417,7917,8417
7418,7918,8418
7419,7919,8419
7420,7920,8420
7421,7921,8421
7422,7922,8422
7423,7923,8423
7424,7924,8424
7425,7925,8425
7426,7926,8426
7427,7927,8427
7428,7928,8428
7429,7929,8429
7430,7930,8430
7431,7931,8431
7432,7932,8432
7433,7933,8433
7434,7934,8434
7435,7935,8435
7436,7936,8436
7437,7937,8437
7438,7938,8438
7439,7939,8439
7440,7940,8440
7441,7941,8441
7442,7942,8442
7443,7943,8443
7444,7944,8444
7445,7945,8445
7446,7946,8446
7447,7947,8447
7448,7948,8448
7449,7949,8449
7450,7950,8450
7451,7951,8451
7452,7952,8452
7453,7953,8453
7454,7954,8454
7455,7955,8455
7456,7956,8456
7457,7957,8457
7458,7958,8458
7459,7959,8459
7460,7960,8460
7461,7961,8461
7462,7962,8462
7463,7963,8463
7464,7964,8464
7465,7965,8465
7466,7966,8466
7467,7967,8467
7468,7968,8468
7469,7969,8469
7470,7970,8470
7471,7971,8471
7472,7972,8472
7473,7973,8473
7474,7974,8474
7475,7975,8475
7476,7976,8476
7477,7977,8477
7478,7978,8478
7479,7979,8479
7480,7980,8480
7481,7981,8481
7482,7982,8482
7483,7983,8483
7484,7984,8484
7485,7985,8485
7486,7986,8486
7487,7987,8487
7488,7988,8488
7489,7989,8489
7490,7990,8490
7491,7991,8491
7492,7992,8492
7493,7993,8493
7494,7994,8494
7495,7995,8495
7496,7996,8496
7497,7997,8497
7498,7998,8498
7499,7999,8499
7500,8000,8500
7501,8001,8501
7502,8002,8502
7503,8003,8503
7504,8004,8504
7505,8005,8505
7506,8006,8506
7507,8007,8507
7508,8008,8508
7509,8009,8509
7510,8010,8510
7511,8011,8511
7512,8012,8512
7513,8013,8513
7514,8014,8514
7515,8015,8515
7516,8016,8516
7517,8017,8517
7518,8018,8518
7519,8019,8519
7520,8020,8520
7521,8021,8521
7522,8022,8522
7523,8023,8523
7524,8024,8524
7525,8025,8525
7526,8026,8526
7527,8027,8527
7528,8028,8528
7529,8029,8529
7530,8030,8530
7531,8031,8531
7532,8032,8532
7533,8033,8533
7534,8034,8534
7535,8035,8535
7536,8036,8536
7537,8037,8537
7538,8038,8538
7539,8039,8539
7540,8040,8540
7541,8041,8541
7542,8042,8542
7543,8043,8543
7544,8044,8544
7545,8045,8545
7546,8046,8546
7547,8047,8547
7548,8048,8548
7549,8049,8549
7550,8050,8550
7551,8051,8551
7552,8052,8552
7553,8053,8553
7554,8054,8554
7555,8055,8555
7556,8056,8556
7557,8057,8557
7558,8058,8558
7559,8059,8559
7560,8060,8560
7561,8061,8561
7562,8062,8562
7563,8063,8563
7564,8064,8564
7565,8065,8565
7566,8066,8566
7567,8067,8567
7568,8068,8568
7569,8069,8569
7570,8070,8570
7571,8071,8571
7572,8072,8572
7573,8073,8573
7574,8074,8574
7575,8075,8575
7576,8076,8576
7577,8077,8577
7578,8078,8578
7579,8079,8579
7580,8080,8580
7581,8081,8581
7582,8082,8582
7583,8083,8583
7584,8084,8584
7585,8085,8585
7586,8086,8586
7587,8087,8587
7588,8088,8588
7589,8089,8589
7590,8090,8590
7591,8091,8591
7592,8092,8592
7593,8093,8593
7594,8094,8594
7595,8095,8595
7596,8096,8596
7597,8097,8597
7598,8098,8598
7599,8099,8599
7600,8100,8600
7601,8101,8601
7602,8102,8602
7603,8103,8603
7604,8104,8604
7605,8105,8605
7606,8106,8606
7607,8107,8607
7608,8108,8608
7609,8109,8609
7610,8110,8610
7611,8111,8611
7612,8112,8612
7613,8113,8613
7614,8114,8614
7615,8115,8615
7616,8116,8616
7617,8117,8617
7618,8118,8618
7619,8119,8619
7620,8120,8620
7621,8121,8621
7622,8122,8622
7623,8123,8623
7624,8124,8624
7625,8125,8625
7626,8126,8626
7627,8127,8627
7628,8128,8628
7629,8129,8629
7630,8130,8630
7631,8131,8631
7632,8132,8632
7633,8133,8633
7634,8134,8634
7635,8135,8635
7636,8136,8636
7637,8137,8637
7638,8138,8638
7639,8139,8639
7640,8140,8640
7641,8141,8641
7642,8142,8642
7643,8143,8643
7644,8144,8644
7645,8145,8645
7646,8146,8646
7647,8147,8647
7648,8148,8648
7649,8149,8649
7650,8150,8650
7651,8151,8651
7652,8152,8652
7653,8153,8653
7654,8154,8654
7655,8155,8655
7656,8156,8656
7657,8157,8657
7658,8158,8658
7659,8159,8659
7660,8160,8660
7661,8161,8661
7662,8162,8662
7663,8163,8663
7664,8164,8664
7665,8165,8665
7666,8166,8666
7667,8167,8667
7668,8168,8668
7669,8169,8669
7670,8170,8670
7671,8171,8671
7672,8172,8672
7673,8173,8673
7674,8174,8674
7675,8175,8675
7676,8176,8676
7677,8177,8677
7678,8178,8678
7679,8179,8679
7680,8180,8680
7681,8181,8681
7682,8182,8682
7683,8183,8683
7684,8184,8684
7685,8185,8685
7686,8186,8686
7687,8187,8687
7688,8188,8688
7689,8189,8689
7690,8190,8690
7691,8191,8691
7692,8192,8692
7693,8193,8693
7694,8194,8694
7695,8195,8695
7696,8196,8696
7697,8197,8697
7698,8198,8698
7699,8199,8699
7700,8200,8700
7701,8201,8701
7702,8202,8702
7703,8203,8703
7704,8204,8704
7705,8205,8705
7706,8206,8706
7707,8207,8707
7708,8208,8708
7709,8209,8709
7710,8210,8710
7711,8211,8711
7712,8212,8712
7713,8213,8713
7714,8214,8714
7715,8215,8715
7716,8216,8716
7717,8217,8717
7718,8218,8718
7719,8219,8719
7720,8220,8720
7721,8221,8721
7722,8222,8722
7723,8223,8723
7724,8224,8724
7725,8225,8725
7726,8226,8726
7727,8227,8727
7728,8228,8728
7729,8229,8729
7730,8230,8730
7731,8231,8731
7732,8232,8732
7733,8233,8733
7734,8234,8734
7735,8235,8735
7736,8236,8736
7737,8237,8737
7738,8238,8738
7739,8239,8739
7740,8240,8740
7741,8241,8741
7742,8242,8742
7743,8243,8743
7744,8244,8744
7745,8245,8745
7746,8246,8746
7747,8247,8747
7748,8248,8748
7749,8249,8749
7750,8250,8750
7751,8251,8751
7752,8252,8752
7753,8253,8753
7754,8254,8754
7755,8255,8755
7756,8256,8756
7757,8257,8757
7758,8258,8758
7759,8259,8759
7760,8260,8760
7761,8261,8761
7762,8262,8762
7763,8263,8763
7764,8264,8764
7765,8265,8765
7766,8266,8766
7767,8267,8767
7768,8268,8768
7769,8269,8769
7770,8270,8770
7771,8271,8771
7772,8272,8772
7773,8273,8773
7774,8274,8774
7775,8275,8775
7776,8276,8776
7777,8277,8777
7778,8278,8778
7779,8279,8779
7780,8280,8780
7781,8281,8781
7782,8282,8782
7783,8283,8783
7784,8284,8784
7785,8285,8785
7786,8286,8786
7787,8287,8787
7788,8288,8788
7789,8289,8789
7790,8290,8790
7791,8291,8791
7792,8292,8792
7793,8293,8793
7794,8294,8794
7795,8295,8795
7796,8296,8796
7797,8297,8797
7798,8298,8798
7799,8299,8799
7800,8300,8800
7801,8301,8801
7802,8302,8802
7803,8303,8803
7804,8304,8804
7805,8305,8805
7806,8306,8806
7807,8307,8807
7808,8308,8808
7809,8309,8809
7810,8310,8810
7811,8311,8811
7812,8312,8812
7813,8313,8813
7814,8314,8814
7815,8315,8815
7816,8316,8816
7817,8317,8817
7818,8318,8818
7819,8319,8819
7820,8320,8820
7821,8321,8821
7822,8322,8822
7823,8323,8823
7824,8324,8824
7825,8325,8825
7826,8326,8826
7827,8327,8827
7828,8328,8828
7829,8329,8829
7830,8330,8830
7831,8331,8831
7832,8332,8832
7833,8333,8833
7834,8334,8834
7835,8335,8835
7836,8336,8836
7837,8337,8837
7838,8338,8838
7839,8339,8839
7840,8340,8840
7841,8341,8841
7842,8342,8842
7843,8343,8843
7844,8344,8844
7845,8345,8845
7846,8346,8846
7847,8347,8847
7848,8348,8848
7849,8349,8849
7850,8350,8850
7851,8351,8851
7852,8352,8852
7853,8353,8853
7854,8354,8854
7855,8355,8855
7856,8356,8856
7857,8357,8857
7858,8358,8858
7859,8359,8859
7860,8360,8860
7861,8361,8861
7862,8362,8862
7863,8363,8863
7864,8364,8864
7865,8365,8865
7866,8366,8866
7867,8367,8867
7868,8368,8868
7869,8369,8869
7870,8370,8870
7871,8371,8871
7872,8372,8872
7873,8373,8873
7874,8374,8874
7875,8375,8875
7876,8376,8876
7877,8377,8877
7878,8378,8878
7879,8379,8879
7880,8380,8880
7881,8381,8881
7882,8382,8882
7883,8383,8883
7884,8384,8884
7885,8385,8885
7886,8386,8886
7887,8387,8887
7888,8388,8888
7889,8389,8889
7890,8390,8890
7891,8391,8891
7892,8392,8892
7893,8393,8893
7894,8394,8894
7895,8395,8895
7896,8396,8896
7897,8397,8897
7898,8398,8898
7899,8399,8899
7900,8400,8900
7901,8401,8901
7902,8402,8902
7903,8403,8903
7904,8404,8904
7905,8405,8905
7906,8406,8906
7907,8407,8907
7908,8408,8908
7909,8409,8909
7910,8410,8910
7911,8411,8911
7912,8412,8912
7913,8413,8913
7914,8414,8914
7915,8415,8915
7916,8416,8916
7917,8417,8917
7918,8418,8918
7919,8419,8919
7920,8420,8920
7921,8421,8921
7922,8422,8922
7923,8423,8923
7924,8424,8924
7925,8425,8925
7926,8426,8926
7927,8427,8927
7928,8428,8928
7929,8429,8929
7930,8430,8930
7931,8431,8931
7932,8432,8932
7933,8433,8933
7934,8434,8934
7935,8435,8935
